feature,assignation_round,annotations_subset,feature_type,feature_output,feature_biotype,community_flag
Gcc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcdh-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcfc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcg-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcgr-intron,long_intron,long,gene,gene_name,protein_coding,False
Gch1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gchfr-intron,long_intron,long,gene,gene_name,protein_coding,False
Gck-intron,long_intron,long,gene,gene_name,protein_coding,False
Gckr-intron,long_intron,long,gene,gene_name,protein_coding,True
Gclc-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcm1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcm2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcn1-intron,long_intron,long,gene,gene_name,protein_coding,True
Gcnt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcnt2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcnt3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcnt4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcsam-intron,long_intron,long,gene,gene_name,protein_coding,False
Gcsh-intron,long_intron,long,gene,gene_name,protein_coding,True
Gda-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdap1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdap1l1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdap2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gde1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf10-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf11-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf15-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf6-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf7-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdf9-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdi1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdi2-intron,long_intron,long,gene,gene_name,protein_coding,True
Gdnf-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpd1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpd2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpd3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpd4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpd5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gdpgp1-intron,long_intron,long,gene,gene_name,protein_coding,True
Gem-intron,long_intron,long,gene,gene_name,protein_coding,False
Gemin2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gemin5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gemin6-intron,long_intron,long,gene,gene_name,protein_coding,False
Gemin6-ps-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gemin7-intron,long_intron,long,gene,gene_name,protein_coding,False
Gemin8-intron,long_intron,long,gene,gene_name,protein_coding,True
Gen1-intron,long_intron,long,gene,gene_name,protein_coding,False
Get1-intron,long_intron,long,gene,gene_name,protein_coding,False
Get4-intron,long_intron,long,gene,gene_name,protein_coding,True
Gfer-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfi1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfi1b-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfm1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfm2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfod1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfod2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfpt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfpt2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfra1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfra2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfra3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfra4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfral-intron,long_intron,long,gene,gene_name,protein_coding,False
Gfy-intron,long_intron,long,gene,gene_name,protein_coding,False
Gga1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gga2-intron,long_intron,long,gene,gene_name,protein_coding,True
Gga3-intron,long_intron,long,gene,gene_name,protein_coding,True
Ggact-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggct-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggcx-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggh-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggn-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggnbp2-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggps1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggt1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggt5-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggt6-intron,long_intron,long,gene,gene_name,protein_coding,False
Ggt7-intron,long_intron,long,gene,gene_name,protein_coding,False
Gh-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghdc-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghitm-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghr-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghrhr-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghrl-intron,long_intron,long,gene,gene_name,protein_coding,False
Ghsr-intron,long_intron,long,gene,gene_name,protein_coding,False
Gid4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gid8-intron,long_intron,long,gene,gene_name,protein_coding,True
Gigyf1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gigyf2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap1os-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gimap3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap6-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap7-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap8-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimap9-intron,long_intron,long,gene,gene_name,protein_coding,False
Gimd1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gin1-intron,long_intron,long,gene,gene_name,protein_coding,False
Ginm1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gins1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gins2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gins3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gins4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gip-intron,long_intron,long,gene,gene_name,protein_coding,False
Gipc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gipc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gipc3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gipr-intron,long_intron,long,gene,gene_name,protein_coding,False
Git1-intron,long_intron,long,gene,gene_name,protein_coding,False
Git2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja10-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja6-intron,long_intron,long,gene,gene_name,protein_coding,False
Gja8-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjb6-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjc1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjc2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjc3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjd2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjd3-intron,long_intron,long,gene,gene_name,protein_coding,False
Gjd4-intron,long_intron,long,gene,gene_name,protein_coding,False
Gje1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gk-intron,long_intron,long,gene,gene_name,protein_coding,False
Gk2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gk5-intron,long_intron,long,gene,gene_name,protein_coding,False
Gla-intron,long_intron,long,gene,gene_name,protein_coding,False
Glb1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glb1l-intron,long_intron,long,gene,gene_name,protein_coding,False
Glb1l2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glb1l3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glcci1_Gm45062-intron,long_intron,long,gene,gene_name,protein_coding,True
Glce-intron,long_intron,long,gene,gene_name,protein_coding,False
Gldc-intron,long_intron,long,gene,gene_name,protein_coding,True
Gldn-intron,long_intron,long,gene,gene_name,protein_coding,False
Gle1-intron,long_intron,long,gene,gene_name,protein_coding,True
Glg1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gli1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gli2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gli3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glipr1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glipr1l3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glipr2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glis1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glis2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glis3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glmn-intron,long_intron,long,gene,gene_name,protein_coding,False
Glmp-intron,long_intron,long,gene,gene_name,protein_coding,False
Glo1-intron,long_intron,long,gene,gene_name,protein_coding,True
Glod4_Gemin4-intron,long_intron,long,gene,gene_name,protein_coding,True
Glod5-intron,long_intron,long,gene,gene_name,protein_coding,False
Glp1r-intron,long_intron,long,gene,gene_name,protein_coding,True
Glp2r-intron,long_intron,long,gene,gene_name,protein_coding,False
Glra1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glra2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glra3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrb-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrp1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrx2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrx3-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrx5-intron,long_intron,long,gene,gene_name,protein_coding,False
Glrx_Gmds-intron,long_intron,long,gene,gene_name,protein_coding,True
Gls-intron,long_intron,long,gene,gene_name,protein_coding,False
Gls2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glt1d1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glt28d2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glt8d1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glt8d2-intron,long_intron,long,gene,gene_name,protein_coding,False
Gltp-intron,long_intron,long,gene,gene_name,protein_coding,False
Gltpd2-intron,long_intron,long,gene,gene_name,protein_coding,False
Glud-ps-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Glud1-intron,long_intron,long,gene,gene_name,protein_coding,False
Glul-intron,long_intron,long,gene,gene_name,protein_coding,True
Glyat-intron,long_intron,long,gene,gene_name,protein_coding,False
Glyctk-intron,long_intron,long,gene,gene_name,protein_coding,False
Glyr1-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10000-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10010-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10013-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Gm10024-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10030-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10032-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10037-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10040-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10042-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10044-intron,long_intron,long,gene,gene_name,transcribed_unprocessed_pseudogene,False
Gm10046-intron,long_intron,long,gene,gene_name,transcribed_unprocessed_pseudogene,False
Gm10060-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10062-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10069-intron,long_intron,long,gene,gene_name,antisense,False
Gm10074-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10087-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10097-intron,long_intron,long,gene,gene_name,antisense,False
Gm10101-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10109-intron,long_intron,long,gene,gene_name,transcribed_unprocessed_pseudogene,False
Gm10115-intron,long_intron,long,gene,gene_name,sense_intronic,False
Gm10125-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10130_Gm21994-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10134-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10138-intron,long_intron,long,gene,gene_name,antisense,False
Gm10143-intron,long_intron,long,gene,gene_name,antisense,False
Gm10165-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10190-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10197-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10203-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10220-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10226-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10232-intron,long_intron,long,gene,gene_name,processed_pseudogene,True
Gm10244-intron,long_intron,long,gene,gene_name,antisense,False
Gm10248-intron,long_intron,long,gene,gene_name,antisense,False
Gm10277-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10287-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10290-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10292-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10297-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10300-intron,long_intron,long,gene,gene_name,antisense,False
Gm10308-intron,long_intron,long,gene,gene_name,3prime_overlapping_ncRNA,False
Gm10309-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10310-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10312-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10318-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10322-intron,long_intron,long,gene,gene_name,antisense,False
Gm10324-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10327_Gm7251_Gm5430_Gm11453_Gm2467-intron,long_intron,long,gene,gene_name,processed_pseudogene,True
Gm10330-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10334-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10337-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10353-intron,long_intron,long,gene,gene_name,antisense,False
Gm10354-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10358-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10366-intron,long_intron,long,gene,gene_name,antisense,False
Gm10369-intron,long_intron,long,gene,gene_name,antisense,False
Gm10371-intron,long_intron,long,gene,gene_name,antisense,False
Gm10382-intron,long_intron,long,gene,gene_name,antisense,False
Gm10384-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10385-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10389-intron,long_intron,long,gene,gene_name,antisense,False
Gm10390-intron,long_intron,long,gene,gene_name,antisense,False
Gm10392-intron,long_intron,long,gene,gene_name,antisense,False
Gm10399-intron,long_intron,long,gene,gene_name,antisense,False
Gm10401-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10406_Gm3558_Gm3526_Gm21103_Gm3460_Gm2888_Gm8159_Gm8297_etc-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10409_Gm3020-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10418-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10419-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10421-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10424-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10425-intron,long_intron,long,gene,gene_name,antisense,False
Gm10432-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10433-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10434-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10435-intron,long_intron,long,gene,gene_name,antisense,False
Gm10439-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10440-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10441-intron,long_intron,long,gene,gene_name,antisense,False
Gm10447-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10451-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10457-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10465-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10466-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10471-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10475-intron,long_intron,long,gene,gene_name,antisense,False
Gm10478-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10479-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10482-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10484-intron,long_intron,long,gene,gene_name,sense_intronic,False
Gm10490-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10493-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10501-intron,long_intron,long,gene,gene_name,antisense,False
Gm10503-intron,long_intron,long,gene,gene_name,antisense,False
Gm10505-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10509-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10516-intron,long_intron,long,gene,gene_name,antisense,False
Gm10518-intron,long_intron,long,gene,gene_name,antisense,False
Gm10521-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10522-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10530-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10532-intron,long_intron,long,gene,gene_name,antisense,False
Gm10535-intron,long_intron,long,gene,gene_name,antisense,False
Gm10538-intron,long_intron,long,gene,gene_name,antisense,False
Gm10544-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10545-intron,long_intron,long,gene,gene_name,antisense,False
Gm10548-intron,long_intron,long,gene,gene_name,transcribed_processed_pseudogene,False
Gm10549-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10550-intron,long_intron,long,gene,gene_name,antisense,False
Gm10552-intron,long_intron,long,gene,gene_name,antisense,False
Gm10556-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10561-intron,long_intron,long,gene,gene_name,antisense,False
Gm10563-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10564-intron,long_intron,long,gene,gene_name,antisense,False
Gm10566_Gm10293_Gm4575_Gm6316-intron,long_intron,long,gene,gene_name,processed_pseudogene,True
Gm10570-intron,long_intron,long,gene,gene_name,antisense,False
Gm10571-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10575-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10578-intron,long_intron,long,gene,gene_name,antisense,False
Gm10580-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10582-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10583-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10584-intron,long_intron,long,gene,gene_name,antisense,False
Gm10591-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10602-intron,long_intron,long,gene,gene_name,antisense,False
Gm10603-intron,long_intron,long,gene,gene_name,antisense,False
Gm10605-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10610-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10612-intron,long_intron,long,gene,gene_name,antisense,False
Gm10614-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10617-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10619-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10629-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10634-intron,long_intron,long,gene,gene_name,antisense,False
Gm10635-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10636-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10637-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10638-intron,long_intron,long,gene,gene_name,antisense,False
Gm10639-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10640-intron,long_intron,long,gene,gene_name,antisense,False
Gm10642-intron,long_intron,long,gene,gene_name,antisense,False
Gm10643-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10644-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10646-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10648-intron,long_intron,long,gene,gene_name,antisense,False
Gm10649-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10653-intron,long_intron,long,gene,gene_name,transcribed_processed_pseudogene,False
Gm10655-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10658-intron,long_intron,long,gene,gene_name,antisense,False
Gm10660-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10680-intron,long_intron,long,gene,gene_name,antisense,False
Gm10684-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10685-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10687-intron,long_intron,long,gene,gene_name,antisense,False
Gm10688-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm1070-intron,long_intron,long,gene,gene_name,transcribed_unprocessed_pseudogene,False
Gm10701-intron,long_intron,long,gene,gene_name,antisense,False
Gm10702-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10706-intron,long_intron,long,gene,gene_name,antisense,False
Gm10710-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10714-intron,long_intron,long,gene,gene_name,antisense,False
Gm10718-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10719_Gm10717_Gm10721_Gm10722_Gm17535-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10720-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10734-intron,long_intron,long,gene,gene_name,antisense,False
Gm10745-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10747-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10762-intron,long_intron,long,gene,gene_name,antisense,False
Gm10767-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10769-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm10775-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10778_Gm4767-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm10782-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10785-intron,long_intron,long,gene,gene_name,antisense,False
Gm10787-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10791-intron,long_intron,long,gene,gene_name,antisense,False
Gm10800-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10801-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm10802-intron,long_intron,long,gene,gene_name,antisense,False
Gm10804-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10805-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10807-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Gm10812-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10814-intron,long_intron,long,gene,gene_name,antisense,False
Gm10817-intron,long_intron,long,gene,gene_name,antisense,False
Gm10824-intron,long_intron,long,gene,gene_name,antisense,False
Gm10825_Gm26581-intron,long_intron,long,gene,gene_name,lincRNA,True
Gm10827-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10830-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10837-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10845-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10847-intron,long_intron,long,gene,gene_name,antisense,False
Gm10849-intron,long_intron,long,gene,gene_name,pseudogene,False
Gm10851-intron,long_intron,long,gene,gene_name,antisense,False
Gm10855-intron,long_intron,long,gene,gene_name,sense_intronic,False
Gm10856-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10857-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10862-intron,long_intron,long,gene,gene_name,sense_intronic,False
Gm10863-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm10874-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm10876-intron,long_intron,long,gene,gene_name,antisense,False
Gm10941-intron,long_intron,long,gene,gene_name,bidirectional_promoter_lncRNA,False
Gm10988-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11009-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11027-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11033-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm11037-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm1110-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11100-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11109-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Gm11110-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm1113-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11131-intron,long_intron,long,gene,gene_name,antisense,False
Gm11149-intron,long_intron,long,gene,gene_name,antisense,False
Gm11166-intron,long_intron,long,gene,gene_name,unprocessed_pseudogene,False
Gm11168-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11175-intron,long_intron,long,gene,gene_name,antisense,False
Gm11186-intron,long_intron,long,gene,gene_name,antisense,False
Gm11188-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11190-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm11198-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11200-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11204-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11205-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm11211-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm11213-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11214-intron,long_intron,long,gene,gene_name,protein_coding,True
Gm11217-intron,long_intron,long,gene,gene_name,lincRNA,False
Gm11218-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11222_Rpl7l1-ps1-intron,long_intron,long,gene,gene_name,processed_pseudogene,True
Gm11225-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11227-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm1123-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11232-intron,long_intron,long,gene,gene_name,protein_coding,False
Gm11240-intron,long_intron,long,gene,gene_name,processed_transcript,False
Gm11241-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11242-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11246-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
Gm11257-intron,long_intron,long,gene,gene_name,processed_pseudogene,False
